CustomerID;CustomerName;Customer;Phone;EmailAddress;EmailPromotion;Title
14343;Xavier, Turner;14343 - Xavier, Turner;155-555-0151;xavier37@adventure-works.com;0;
14344;Kurt, Xie;14344 - Kurt, Xie;1 (11) 500 555-0137;kurt2@adventure-works.com;1;
14345;Kristi, Rodriguez;14345 - Kristi, Rodriguez;1 (11) 500 555-0195;kristi37@adventure-works.com;2;
14346;Evelyn, Perez;14346 - Evelyn, Perez;1 (11) 500 555-0114;evelyn21@adventure-works.com;1;
14347;Tara, Goel;14347 - Tara, Goel;1 (11) 500 555-0113;tara20@adventure-works.com;0;
14348;Alex, Scott;14348 - Alex, Scott;1 (11) 500 555-0184;alex44@adventure-works.com;0;
14349;Nicole, Griffin;14349 - Nicole, Griffin;381-555-0139;nicole70@adventure-works.com;0;
14350;Emily, Moore;14350 - Emily, Moore;355-555-0139;emily8@adventure-works.com;0;
14351;Riley, Gray;14351 - Riley, Gray;399-555-0190;riley25@adventure-works.com;2;
14352;Melissa, Butler;14352 - Melissa, Butler;990-555-0186;melissa9@adventure-works.com;1;
14353;Erin, Reed;14353 - Erin, Reed;791-555-0118;erin24@adventure-works.com;2;
14354;Seth, Green;14354 - Seth, Green;153-555-0188;seth32@adventure-works.com;0;
14355;Ian, King;14355 - Ian, King;988-555-0130;ian25@adventure-works.com;0;
14356;Isabella, Baker;14356 - Isabella, Baker;343-555-0155;isabella47@adventure-works.com;1;
14357;Dalton, Collins;14357 - Dalton, Collins;342-555-0162;dalton45@adventure-works.com;1;
14358;Amanda, Watson;14358 - Amanda, Watson;132-555-0148;amanda18@adventure-works.com;0;
14359;Eduardo, Henderson;14359 - Eduardo, Henderson;911-555-0117;eduardo49@adventure-works.com;0;
14360;Samantha, Patterson;14360 - Samantha, Patterson;722-555-0149;samantha36@adventure-works.com;2;
14362;Roberto, Gill;14362 - Roberto, Gill;874-555-0130;roberto14@adventure-works.com;2;
14363;Natalie, Long;14363 - Natalie, Long;467-555-0158;natalie32@adventure-works.com;2;
14364;Mario, Rai;14364 - Mario, Rai;404-555-0132;mario16@adventure-works.com;2;
14365;Evan, Ward;14365 - Evan, Ward;584-555-0170;evan13@adventure-works.com;0;
14366;Anna, Brooks;14366 - Anna, Brooks;316-555-0152;anna23@adventure-works.com;0;
14367;Courtney, Green;14367 - Courtney, Green;811-555-0123;courtney11@adventure-works.com;0;
14369;Devin, Sanchez;14369 - Devin, Sanchez;650-555-0181;devin83@adventure-works.com;0;
14370;Meghan, Dominguez;14370 - Meghan, Dominguez;753-555-0119;meghan12@adventure-works.com;2;
14371;Jeremiah, Lewis;14371 - Jeremiah, Lewis;163-555-0125;jeremiah9@adventure-works.com;0;
14372;Kaitlyn, Washington;14372 - Kaitlyn, Washington;145-555-0131;kaitlyn80@adventure-works.com;0;
14373;Ricardo, Jai;14373 - Ricardo, Jai;586-555-0115;ricardo11@adventure-works.com;2;
14374;David, Yang;14374 - David, Yang;480-555-0131;david59@adventure-works.com;0;
14375;Alexandra, Moore;14375 - Alexandra, Moore;115-555-0117;alexandra71@adventure-works.com;0;
14376;Faith, Torres;14376 - Faith, Torres;540-555-0194;faith25@adventure-works.com;0;
14377;Paula, Ruiz;14377 - Paula, Ruiz;638-555-0164;paula4@adventure-works.com;2;
14378;Cory, Mehta;14378 - Cory, Mehta;598-555-0147;cory12@adventure-works.com;0;
14379;Richard, Foster;14379 - Richard, Foster;932-555-0117;richard71@adventure-works.com;1;
14380;Kaylee, Watson;14380 - Kaylee, Watson;120-555-0165;kaylee6@adventure-works.com;1;
14381;Alexa, Cooper;14381 - Alexa, Cooper;493-555-0133;alexa16@adventure-works.com;0;
14382;Darren, Blanco;14382 - Darren, Blanco;126-555-0199;darren38@adventure-works.com;0;
14383;Marvin, Ferrier;14383 - Marvin, Ferrier;474-555-0172;marvin9@adventure-works.com;2;
14384;Rachel, Miller;14384 - Rachel, Miller;903-555-0193;rachel8@adventure-works.com;0;
14385;Maria, Hall;14385 - Maria, Hall;722-555-0190;maria64@adventure-works.com;2;
14386;Marissa, Wood;14386 - Marissa, Wood;538-555-0190;marissa0@adventure-works.com;0;
14387;Brittany, Hughes;14387 - Brittany, Hughes;517-555-0198;brittany10@adventure-works.com;0;
14388;Kaylee, Rogers;14388 - Kaylee, Rogers;461-555-0130;kaylee16@adventure-works.com;1;
14389;Ryan, Harris;14389 - Ryan, Harris;871-555-0199;ryan36@adventure-works.com;2;
14390;Logan, Kumar;14390 - Logan, Kumar;673-555-0165;logan1@adventure-works.com;0;
14391;Jason, Long;14391 - Jason, Long;931-555-0160;jason7@adventure-works.com;0;
14392;Justin, Jackson;14392 - Justin, Jackson;819-555-0172;justin31@adventure-works.com;0;
14393;José, Perez;14393 - José, Perez;346-555-0180;josé41@adventure-works.com;0;
14394;Jacob, Rodriguez;14394 - Jacob, Rodriguez;815-555-0188;jacob16@adventure-works.com;2;
14395;Devin, Reed;14395 - Devin, Reed;871-555-0116;devin85@adventure-works.com;2;
14396;Zoe, Sanchez;14396 - Zoe, Sanchez;137-555-0150;zoe22@adventure-works.com;0;
14398;James, Anderson;14398 - James, Anderson;149-555-0142;james82@adventure-works.com;0;
14399;Jeremy, Peterson;14399 - Jeremy, Peterson;270-555-0144;jeremy35@adventure-works.com;1;
14400;Brandon, Brown;14400 - Brandon, Brown;187-555-0120;brandon42@adventure-works.com;2;
14401;Jose, Kumar;14401 - Jose, Kumar;121-555-0117;jose22@adventure-works.com;0;
14403;Angelica, Russell;14403 - Angelica, Russell;785-555-0130;angelica19@adventure-works.com;0;
14404;Rachel, Davis;14404 - Rachel, Davis;173-555-0185;rachel7@adventure-works.com;0;
14405;Dylan, Walker;14405 - Dylan, Walker;771-555-0123;dylan53@adventure-works.com;0;
14406;Carrie, Schmidt;14406 - Carrie, Schmidt;244-555-0136;carrie17@adventure-works.com;0;
14408;Jasmine, Cook;14408 - Jasmine, Cook;702-555-0161;jasmine25@adventure-works.com;0;
14409;Eric, Wang;14409 - Eric, Wang;508-555-0172;eric32@adventure-works.com;2;
14410;Arianna, Brooks;14410 - Arianna, Brooks;718-555-0172;arianna22@adventure-works.com;0;
14411;Ashley, Johnson;14411 - Ashley, Johnson;189-555-0116;ashley1@adventure-works.com;2;
14412;Nicole, Blue;14412 - Nicole, Blue;835-555-0114;nicole51@adventure-works.com;2;
14413;Rachel, Patterson;14413 - Rachel, Patterson;220-555-0196;rachel58@adventure-works.com;1;
14414;Rachel, Wilson;14414 - Rachel, Wilson;230-555-0193;rachel9@adventure-works.com;0;
14415;William, Davis;14415 - William, Davis;470-555-0162;william21@adventure-works.com;0;
14416;Madison, Flores;14416 - Madison, Flores;848-555-0191;madison48@adventure-works.com;0;
14417;Ernest, Lu;14417 - Ernest, Lu;153-555-0154;ernest11@adventure-works.com;0;
14418;Rebecca, Young;14418 - Rebecca, Young;220-555-0124;rebecca25@adventure-works.com;0;
14419;Abigail, Ward;14419 - Abigail, Ward;546-555-0116;abigail17@adventure-works.com;0;
14420;Chloe, Wright;14420 - Chloe, Wright;622-555-0121;chloe18@adventure-works.com;0;
14421;Hannah, Barnes;14421 - Hannah, Barnes;883-555-0157;hannah26@adventure-works.com;0;
14422;Cara, Lu;14422 - Cara, Lu;1 (11) 500 555-0154;cara7@adventure-works.com;0;
14423;Jill, Ruiz;14423 - Jill, Ruiz;1 (11) 500 555-0168;jill9@adventure-works.com;2;
14424;Stefanie, Raman;14424 - Stefanie, Raman;1 (11) 500 555-0111;stefanie9@adventure-works.com;0;
14425;Victor, Carlson;14425 - Victor, Carlson;1 (11) 500 555-0132;victor18@adventure-works.com;0;
14426;Madison, Hughes;14426 - Madison, Hughes;1 (11) 500 555-0160;madison47@adventure-works.com;1;
14427;Emmanuel, Patel;14427 - Emmanuel, Patel;1 (11) 500 555-0134;emmanuel3@adventure-works.com;0;
14428;Cassie, Andersen;14428 - Cassie, Andersen;1 (11) 500 555-0145;cassie11@adventure-works.com;0;
14429;Lacey, He;14429 - Lacey, He;1 (11) 500 555-0148;lacey31@adventure-works.com;0;
14430;Sydney, Jones;14430 - Sydney, Jones;174-555-0143;sydney67@adventure-works.com;0;
14432;Antonio, Russell;14432 - Antonio, Russell;813-555-0153;antonio20@adventure-works.com;0;
14433;Jennifer, Peterson;14433 - Jennifer, Peterson;917-555-0177;jennifer68@adventure-works.com;0;
14434;Sophia, Hill;14434 - Sophia, Hill;128-555-0119;sophia12@adventure-works.com;1;
14435;Jennifer, Wilson;14435 - Jennifer, Wilson;459-555-0149;jennifer35@adventure-works.com;0;
14436;John, Martin;14436 - John, Martin;718-555-0190;john52@adventure-works.com;0;
14437;Mitchell, Anand;14437 - Mitchell, Anand;174-555-0194;mitchell18@adventure-works.com;0;
14438;Gabrielle, Gonzales;14438 - Gabrielle, Gonzales;743-555-0153;gabrielle39@adventure-works.com;1;
14439;Brian, Cox;14439 - Brian, Cox;598-555-0152;brian22@adventure-works.com;2;
14440;Jon, Tang;14440 - Jon, Tang;195-555-0180;jon44@adventure-works.com;2;
14441;William, Lewis;14441 - William, Lewis;171-555-0126;william27@adventure-works.com;2;
14442;Shelby, Peterson;14442 - Shelby, Peterson;789-555-0143;shelby5@adventure-works.com;0;
14443;Benjamin, Wilson;14443 - Benjamin, Wilson;321-555-0158;benjamin41@adventure-works.com;1;
14444;Patrick, Sanders;14444 - Patrick, Sanders;467-555-0111;patrick9@adventure-works.com;0;
14445;Benjamin, Henderson;14445 - Benjamin, Henderson;226-555-0146;benjamin6@adventure-works.com;0;
14446;Jeremiah, Johnson;14446 - Jeremiah, Johnson;958-555-0174;jeremiah25@adventure-works.com;0;
14447;Madison, Alexander;14447 - Madison, Alexander;307-555-0199;madison31@adventure-works.com;1;
14448;Lauren, Butler;14448 - Lauren, Butler;463-555-0152;lauren61@adventure-works.com;1;
14449;Logan, Jenkins;14449 - Logan, Jenkins;733-555-0189;logan9@adventure-works.com;0;
14450;Kevin, Butler;14450 - Kevin, Butler;292-555-0173;kevin17@adventure-works.com;0;
14451;Tyler, Moore;14451 - Tyler, Moore;604-555-0191;tyler14@adventure-works.com;0;
14452;Alex, Gonzalez;14452 - Alex, Gonzalez;174-555-0195;alex37@adventure-works.com;1;
14453;Jesse, Scott;14453 - Jesse, Scott;557-555-0165;jesse37@adventure-works.com;0;
14454;Kayla, Anderson;14454 - Kayla, Anderson;367-555-0178;kayla10@adventure-works.com;0;
14455;Alexandra, Mitchell;14455 - Alexandra, Mitchell;196-555-0198;alexandra53@adventure-works.com;0;
14456;Benjamin, Walker;14456 - Benjamin, Walker;187-555-0148;benjamin38@adventure-works.com;0;
14457;Thomas, White;14457 - Thomas, White;332-555-0114;thomas74@adventure-works.com;1;
14458;Jordan, Yang;14458 - Jordan, Yang;189-555-0188;jordan23@adventure-works.com;1;
14459;Cody, Gray;14459 - Cody, Gray;430-555-0114;cody6@adventure-works.com;1;
14460;Jose, Long;14460 - Jose, Long;669-555-0153;jose32@adventure-works.com;1;
14461;Chloe, Gonzalez;14461 - Chloe, Gonzalez;300-555-0119;chloe15@adventure-works.com;1;
14462;Beth, Sanz;14462 - Beth, Sanz;570-555-0136;beth22@adventure-works.com;0;
14463;Julia, Patterson;14463 - Julia, Patterson;233-555-0146;julia76@adventure-works.com;1;
14464;Elizabeth, Price;14464 - Elizabeth, Price;160-555-0144;elizabeth29@adventure-works.com;0;
14465;Dakota, Patterson;14465 - Dakota, Patterson;922-555-0147;dakota9@adventure-works.com;1;
14466;Logan, Adams;14466 - Logan, Adams;696-555-0130;logan42@adventure-works.com;0;
14467;Aidan, Russell;14467 - Aidan, Russell;716-555-0122;aidan21@adventure-works.com;0;
14468;Grace, Rivera;14468 - Grace, Rivera;878-555-0186;grace33@adventure-works.com;2;
14469;Angela, Bell;14469 - Angela, Bell;217-555-0158;angela40@adventure-works.com;2;
14470;Jeremy, Robinson;14470 - Jeremy, Robinson;348-555-0117;jeremy4@adventure-works.com;0;
14471;Gabriel, Gonzalez;14471 - Gabriel, Gonzalez;376-555-0168;gabriel39@adventure-works.com;2;
14472;Natalie, Diaz;14472 - Natalie, Diaz;904-555-0115;natalie44@adventure-works.com;0;
14473;Miguel, King;14473 - Miguel, King;473-555-0153;miguel27@adventure-works.com;2;
14475;Isabella, Perry;14475 - Isabella, Perry;521-555-0167;isabella18@adventure-works.com;0;
14476;Bryce, Reed;14476 - Bryce, Reed;289-555-0116;bryce19@adventure-works.com;1;
14477;Lauren, Lee;14477 - Lauren, Lee;181-555-0113;lauren40@adventure-works.com;0;
14478;Abigail, Patterson;14478 - Abigail, Patterson;209-555-0125;abigail35@adventure-works.com;1;
14479;Samantha, Smith;14479 - Samantha, Smith;737-555-0151;samantha2@adventure-works.com;1;
14480;Jackson, Gonzalez;14480 - Jackson, Gonzalez;496-555-0156;jackson38@adventure-works.com;0;
14481;Mary, Edwards;14481 - Mary, Edwards;617-555-0125;mary15@adventure-works.com;2;
14483;Nicole, Henderson;14483 - Nicole, Henderson;878-555-0198;nicole53@adventure-works.com;1;
14484;Samantha, Hall;14484 - Samantha, Hall;246-555-0133;samantha25@adventure-works.com;0;
14485;Bailey, Stewart;14485 - Bailey, Stewart;876-555-0178;bailey23@adventure-works.com;1;
14486;Jonathan, Coleman;14486 - Jonathan, Coleman;225-555-0129;jonathan5@adventure-works.com;0;
14487;Seth, Hall;14487 - Seth, Hall;886-555-0139;seth23@adventure-works.com;1;
14488;Connor, Hughes;14488 - Connor, Hughes;173-555-0176;connor6@adventure-works.com;2;
14489;Jason, Wang;14489 - Jason, Wang;300-555-0115;jason22@adventure-works.com;2;
14490;Aidan, Butler;14490 - Aidan, Butler;470-555-0185;aidan15@adventure-works.com;1;
14491;Isaac, Bailey;14491 - Isaac, Bailey;356-555-0182;isaac15@adventure-works.com;2;
14492;Justin, Patterson;14492 - Justin, Patterson;824-555-0133;justin7@adventure-works.com;1;
14493;Sara, Parker;14493 - Sara, Parker;442-555-0156;sara33@adventure-works.com;0;
14494;Cameron, Diaz;14494 - Cameron, Diaz;517-555-0180;cameron17@adventure-works.com;1;
14495;Nathan, Diaz;14495 - Nathan, Diaz;164-555-0161;nathan18@adventure-works.com;0;
14496;Cindy, Stewart;14496 - Cindy, Stewart;198-555-0152;cindy23@adventure-works.com;0;
14497;Allison, Scott;14497 - Allison, Scott;546-555-0111;allison36@adventure-works.com;2;
14498;Katie, Luo;14498 - Katie, Luo;928-555-0195;katie8@adventure-works.com;0;
14499;Samuel, Flores;14499 - Samuel, Flores;226-555-0127;samuel11@adventure-works.com;0;
14501;Ruben, Prasad;14501 - Ruben, Prasad;175-555-0159;ruben10@adventure-works.com;1;
14502;Katelyn, Wright;14502 - Katelyn, Wright;397-555-0125;katelyn44@adventure-works.com;2;
14503;Brianna, Alexander;14503 - Brianna, Alexander;242-555-0137;brianna64@adventure-works.com;2;
14504;Nicole, Jones;14504 - Nicole, Jones;808-555-0169;nicole3@adventure-works.com;1;
14505;Alex, Edwards;14505 - Alex, Edwards;155-555-0116;alex28@adventure-works.com;2;
14506;Stacy, Suarez;14506 - Stacy, Suarez;161-555-0119;stacy20@adventure-works.com;2;
14507;Eric, Wright;14507 - Eric, Wright;260-555-0159;eric60@adventure-works.com;2;
14508;Madison, Hall;14508 - Madison, Hall;736-555-0191;madison24@adventure-works.com;1;
14509;Bridget, Deng;14509 - Bridget, Deng;907-555-0197;bridget2@adventure-works.com;2;
14510;Samuel, Hernandez;14510 - Samuel, Hernandez;106-555-0168;samuel49@adventure-works.com;1;
14511;Danielle, Rogers;14511 - Danielle, Rogers;147-555-0143;danielle22@adventure-works.com;0;
14512;Christopher, Jones;14512 - Christopher, Jones;852-555-0198;christopher27@adventure-works.com;0;
14513;Alexandra, Turner;14513 - Alexandra, Turner;205-555-0137;alexandra48@adventure-works.com;2;
14515;Anna, Cooper;14515 - Anna, Cooper;115-555-0159;anna13@adventure-works.com;0;
14516;Tommy, Lal;14516 - Tommy, Lal;1 (11) 500 555-0125;tommy5@adventure-works.com;0;
14517;Ebony, Rodriguez;14517 - Ebony, Rodriguez;1 (11) 500 555-0117;ebony20@adventure-works.com;0;
14518;Ann, Mehta;14518 - Ann, Mehta;1 (11) 500 555-0112;ann19@adventure-works.com;0;
14519;Denise, Rana;14519 - Denise, Rana;295-555-0142;denise12@adventure-works.com;0;
14520;Bonnie, Xu;14520 - Bonnie, Xu;564-555-0124;bonnie10@adventure-works.com;0;
14521;Rodney, Romero;14521 - Rodney, Romero;1 (11) 500 555-0192;rodney5@adventure-works.com;0;
14522;Omar, Zheng;14522 - Omar, Zheng;1 (11) 500 555-0164;omar18@adventure-works.com;1;
14523;Lydia, Fernandez;14523 - Lydia, Fernandez;1 (11) 500 555-0183;lydia14@adventure-works.com;1;
14524;Carla, Prasad;14524 - Carla, Prasad;1 (11) 500 555-0112;carla12@adventure-works.com;0;
14525;Claudia, Sun;14525 - Claudia, Sun;1 (11) 500 555-0194;claudia12@adventure-works.com;1;
14526;Emily, Hall;14526 - Emily, Hall;1 (11) 500 555-0142;emily24@adventure-works.com;2;
14527;Kurt, Raji;14527 - Kurt, Raji;1 (11) 500 555-0144;kurt20@adventure-works.com;2;
14528;Casey, Ramos;14528 - Casey, Ramos;1 (11) 500 555-0118;casey41@adventure-works.com;0;
14529;Kaitlin, Sai;14529 - Kaitlin, Sai;1 (11) 500 555-0182;kaitlin5@adventure-works.com;2;
14530;Ethan, Smith;14530 - Ethan, Smith;1 (11) 500 555-0116;ethan29@adventure-works.com;1;
14531;Abigail, Garcia;14531 - Abigail, Garcia;1 (11) 500 555-0118;abigail57@adventure-works.com;1;
14532;Barbara, Wu;14532 - Barbara, Wu;1 (11) 500 555-0150;barbara16@adventure-works.com;0;
14533;Roberto, Alonso;14533 - Roberto, Alonso;1 (11) 500 555-0192;roberto8@adventure-works.com;0;
14534;Abby, Rana;14534 - Abby, Rana;1 (11) 500 555-0147;abby8@adventure-works.com;0;
14535;Dustin, Anand;14535 - Dustin, Anand;1 (11) 500 555-0114;dustin22@adventure-works.com;0;
14536;Krystal, Wu;14536 - Krystal, Wu;1 (11) 500 555-0135;krystal7@adventure-works.com;0;
14537;Clayton, Cai;14537 - Clayton, Cai;1 (11) 500 555-0127;clayton18@adventure-works.com;2;
14538;Katherine, Brown;14538 - Katherine, Brown;1 (11) 500 555-0146;katherine75@adventure-works.com;2;
14539;Carrie, Alonso;14539 - Carrie, Alonso;1 (11) 500 555-0193;carrie8@adventure-works.com;1;
14540;Randy, Lin;14540 - Randy, Lin;1 (11) 500 555-0138;randy9@adventure-works.com;0;
14541;Douglas, Kapoor;14541 - Douglas, Kapoor;1 (11) 500 555-0188;douglas5@adventure-works.com;0;
14542;Alex, Ward;14542 - Alex, Ward;1 (11) 500 555-0117;alex16@adventure-works.com;2;
14543;Heather, Lu;14543 - Heather, Lu;1 (11) 500 555-0168;heather10@adventure-works.com;1;
14544;Darryl, West;14544 - Darryl, West;1 (11) 500 555-0157;darryl1@adventure-works.com;1;
14545;Faith, Henderson;14545 - Faith, Henderson;1 (11) 500 555-0156;faith4@adventure-works.com;0;
14546;Christina, Sanchez;14546 - Christina, Sanchez;1 (11) 500 555-0124;christina22@adventure-works.com;0;
14547;Noah, Thompson;14547 - Noah, Thompson;1 (11) 500 555-0186;noah63@adventure-works.com;0;
14548;Maria, Turner;14548 - Maria, Turner;1 (11) 500 555-0187;maria48@adventure-works.com;0;
14549;Arturo, Goel;14549 - Arturo, Goel;1 (11) 500 555-0158;arturo44@adventure-works.com;0;
14550;Kristy, Vazquez;14550 - Kristy, Vazquez;1 (11) 500 555-0192;kristy13@adventure-works.com;0;
14551;Michele, Vance;14551 - Michele, Vance;1 (11) 500 555-0192;michele59@adventure-works.com;1;
14552;Daisy, Ramos;14552 - Daisy, Ramos;1 (11) 500 555-0177;daisy12@adventure-works.com;0;
14553;Leah, Ma;14553 - Leah, Ma;1 (11) 500 555-0161;leah12@adventure-works.com;1;
14554;Isaac, Mitchell;14554 - Isaac, Mitchell;1 (11) 500 555-0169;isaac33@adventure-works.com;0;
14555;Jodi, Kumar;14555 - Jodi, Kumar;1 (11) 500 555-0135;jodi7@adventure-works.com;1;
14556;Rafael, He;14556 - Rafael, He;1 (11) 500 555-0110;rafael19@adventure-works.com;0;
14557;Mathew, Sanz;14557 - Mathew, Sanz;1 (11) 500 555-0116;mathew16@adventure-works.com;0;
14558;Marcel, Truempy;14558 - Marcel, Truempy;656-555-0121;marcel0@adventure-works.com;1;
14559;Ashley, Washington;14559 - Ashley, Washington;202-555-0164;ashley40@adventure-works.com;0;
14560;Kelvin, Huang;14560 - Kelvin, Huang;711-555-0119;kelvin25@adventure-works.com;1;
14561;Eduardo, Miller;14561 - Eduardo, Miller;827-555-0174;eduardo5@adventure-works.com;0;
14562;Bryce, Stewart;14562 - Bryce, Stewart;412-555-0145;bryce21@adventure-works.com;0;
14563;Fernando, Carter;14563 - Fernando, Carter;720-555-0149;fernando35@adventure-works.com;1;
14564;Chloe, Bailey;14564 - Chloe, Bailey;612-555-0181;chloe53@adventure-works.com;1;
14565;Natalie, Hernandez;14565 - Natalie, Hernandez;921-555-0171;natalie61@adventure-works.com;0;
14566;Kaylee, Mitchell;14566 - Kaylee, Mitchell;693-555-0156;kaylee33@adventure-works.com;2;
14567;Seth, Thomas;14567 - Seth, Thomas;981-555-0117;seth11@adventure-works.com;2;
14568;Priscilla, Kumar;14568 - Priscilla, Kumar;129-555-0167;priscilla7@adventure-works.com;0;
14569;Kristopher, Rodriguez;14569 - Kristopher, Rodriguez;796-555-0162;kristopher18@adventure-works.com;0;
14570;Hannah, Henderson;14570 - Hannah, Henderson;671-555-0148;hannah28@adventure-works.com;0;
14571;Rachel, Richardson;14571 - Rachel, Richardson;641-555-0116;rachel38@adventure-works.com;2;
14572;Melanie, Foster;14572 - Melanie, Foster;266-555-0115;melanie3@adventure-works.com;0;
14573;Madison, Wood;14573 - Madison, Wood;627-555-0181;madison37@adventure-works.com;1;
14574;Katherine, Powell;14574 - Katherine, Powell;855-555-0146;katherine34@adventure-works.com;0;
14576;Anna, Price;14576 - Anna, Price;398-555-0123;anna25@adventure-works.com;0;
14577;Natalie, Rogers;14577 - Natalie, Rogers;350-555-0163;natalie3@adventure-works.com;2;
14578;Jonathan, Carter;14578 - Jonathan, Carter;954-555-0115;jonathan39@adventure-works.com;2;
14579;Luis, Henderson;14579 - Luis, Henderson;624-555-0189;luis3@adventure-works.com;1;
14580;Kyle, Diaz;14580 - Kyle, Diaz;948-555-0151;kyle17@adventure-works.com;0;
14581;Kevin, Adams;14581 - Kevin, Adams;104-555-0111;kevin54@adventure-works.com;0;
14582;Marcus, Reed;14582 - Marcus, Reed;210-555-0130;marcus95@adventure-works.com;0;
14584;Gabrielle, Mitchell;14584 - Gabrielle, Mitchell;575-555-0155;gabrielle54@adventure-works.com;0;
14585;Kimberly, Torres;14585 - Kimberly, Torres;233-555-0131;kimberly7@adventure-works.com;1;
14586;Todd, Rowe;14586 - Todd, Rowe;742-555-0195;todd21@adventure-works.com;0;
14587;Jade, Peterson;14587 - Jade, Peterson;796-555-0139;jade4@adventure-works.com;1;
14588;Alexander, Taylor;14588 - Alexander, Taylor;386-555-0134;alexander13@adventure-works.com;0;
14589;Mackenzie, Cook;14589 - Mackenzie, Cook;350-555-0175;mackenzie20@adventure-works.com;1;
14590;Marissa, Butler;14590 - Marissa, Butler;974-555-0179;marissa11@adventure-works.com;0;
14591;Charles, Harris;14591 - Charles, Harris;913-555-0120;charles17@adventure-works.com;0;
14592;Jessica, Thompson;14592 - Jessica, Thompson;331-555-0142;jessica63@adventure-works.com;1;
14593;Jack, Washington;14593 - Jack, Washington;862-555-0136;jack13@adventure-works.com;2;
14594;Lauren, Taylor;14594 - Lauren, Taylor;249-555-0169;lauren27@adventure-works.com;1;
14595;Andrea, Ward;14595 - Andrea, Ward;379-555-0188;andrea13@adventure-works.com;0;
14596;Amber, Hill;14596 - Amber, Hill;320-555-0155;amber13@adventure-works.com;0;
14597;Sean, Reed;14597 - Sean, Reed;594-555-0175;sean28@adventure-works.com;0;
14598;Miranda, Ross;14598 - Miranda, Ross;128-555-0181;miranda4@adventure-works.com;0;
14599;Charles, Wilson;14599 - Charles, Wilson;377-555-0137;charles10@adventure-works.com;1;
14600;Ariana, Ramirez;14600 - Ariana, Ramirez;995-555-0111;ariana6@adventure-works.com;1;
14601;Nicolas, Rai;14601 - Nicolas, Rai;691-555-0141;nicolas16@adventure-works.com;0;
14602;Kaylee, Kelly;14602 - Kaylee, Kelly;542-555-0129;kaylee1@adventure-works.com;1;
14603;Sara, Ward;14603 - Sara, Ward;115-555-0163;sara13@adventure-works.com;0;
14604;Nicholas, Rodriguez;14604 - Nicholas, Rodriguez;367-555-0116;nicholas0@adventure-works.com;2;
14605;Allison, Brooks;14605 - Allison, Brooks;993-555-0174;allison0@adventure-works.com;0;
14606;Amanda, Cooper;14606 - Amanda, Cooper;424-555-0137;amanda8@adventure-works.com;1;
14607;Isaiah, Nelson;14607 - Isaiah, Nelson;566-555-0155;isaiah33@adventure-works.com;0;
14608;Warren, Gao;14608 - Warren, Gao;523-555-0163;warren29@adventure-works.com;1;
14609;Julia, Phillips;14609 - Julia, Phillips;102-555-0139;julia5@adventure-works.com;1;
14610;Lauren, Jenkins;14610 - Lauren, Jenkins;212-555-0186;lauren54@adventure-works.com;0;
14611;Zoe, James;14611 - Zoe, James;949-555-0130;zoe7@adventure-works.com;0;
14612;Ernest, Zhang;14612 - Ernest, Zhang;429-555-0131;ernest0@adventure-works.com;0;
14613;Glenn, Huang;14613 - Glenn, Huang;739-555-0114;glenn6@adventure-works.com;0;
14614;Dylan, Bryant;14614 - Dylan, Bryant;161-555-0181;dylan17@adventure-works.com;2;
14615;Audrey, Dominguez;14615 - Audrey, Dominguez;764-555-0139;audrey14@adventure-works.com;1;
14616;Emma, Sandberg;14616 - Emma, Sandberg;764-555-0138;emma47@adventure-works.com;1;
14617;Aaron, Flores;14617 - Aaron, Flores;831-555-0184;aaron11@adventure-works.com;1;
14618;Gabrielle, Baker;14618 - Gabrielle, Baker;411-555-0111;gabrielle59@adventure-works.com;0;
14619;Nathaniel, Sanders;14619 - Nathaniel, Sanders;891-555-0140;nathaniel4@adventure-works.com;0;
14620;Kayla, Patterson;14620 - Kayla, Patterson;845-555-0196;kayla34@adventure-works.com;2;
14621;Chloe, Morris;14621 - Chloe, Morris;679-555-0168;chloe47@adventure-works.com;0;
14622;Brandon, Patterson;14622 - Brandon, Patterson;398-555-0193;brandon8@adventure-works.com;0;
14623;Benjamin, Li;14623 - Benjamin, Li;118-555-0127;benjamin28@adventure-works.com;0;
14624;Anna, Thomas;14624 - Anna, Thomas;323-555-0116;anna48@adventure-works.com;2;
14625;Benjamin, Simmons;14625 - Benjamin, Simmons;394-555-0190;benjamin16@adventure-works.com;0;
14626;Jesse, Gray;14626 - Jesse, Gray;992-555-0173;jesse6@adventure-works.com;0;
14627;Isaiah, Hill;14627 - Isaiah, Hill;401-555-0179;isaiah37@adventure-works.com;2;
14628;Carlos, Brooks;14628 - Carlos, Brooks;434-555-0133;carlos3@adventure-works.com;0;
14629;Blake, Hernandez;14629 - Blake, Hernandez;118-555-0124;blake27@adventure-works.com;1;
14630;Isaiah, James;14630 - Isaiah, James;168-555-0128;isaiah7@adventure-works.com;2;
14631;Logan, Flores;14631 - Logan, Flores;429-555-0159;logan15@adventure-works.com;2;
14632;Austin, Wang;14632 - Austin, Wang;224-555-0124;austin21@adventure-works.com;0;
14633;Timothy, Morgan;14633 - Timothy, Morgan;209-555-0183;timothy14@adventure-works.com;0;
14634;Amber, Baker;14634 - Amber, Baker;100-555-0138;amber17@adventure-works.com;0;
