CustomerID;TotalPurchaseYTD;DateFirstPurchase;BirthDate;MaritalStatus;YearlyIncome;Gender;Have Child(ren);TotalChildren;NumberChildrenAtHome;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
12017;2339.97;9/21/2003 12:00:00 AM;10/27/1976;M;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12018;6011.74;5/1/2002 12:00:00 AM;8/2/1980;M;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12019;74.98;3/28/2004 12:00:00 AM;11/13/1980;S;25001-50000;F;NO;0;0;High School;Skilled Manual;0;2
12020;804.47;4/14/2004 12:00:00 AM;9/14/1979;M;25001-50000;F;NO;0;0;High School;Skilled Manual;1;2
12021;4043.46;6/5/2002 12:00:00 AM;2/13/1946;S;0-25000;F;YES;5;0;High School;Skilled Manual;0;2
12022;136.25;2/17/2004 12:00:00 AM;11/22/1980;S;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12023;5933.26;5/2/2002 12:00:00 AM;7/8/1978;S;25001-50000;M;NO;0;0;Partial High School;Clerical;0;2
12024;83.97;8/27/2003 12:00:00 AM;6/26/1978;S;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12025;5910.55;5/21/2002 12:00:00 AM;6/18/1978;M;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12026;5976.74;5/25/2002 12:00:00 AM;7/17/1978;M;25001-50000;M;NO;0;0;High School;Skilled Manual;0;2
12027;5913.24;5/13/2002 12:00:00 AM;10/26/1978;M;25001-50000;F;NO;0;0;High School;Skilled Manual;1;2
12028;39.99;3/29/2004 12:00:00 AM;11/11/1977;S;25001-50000;F;NO;0;0;Partial High School;Clerical;0;2
12029;54.97;2/3/2004 12:00:00 AM;10/16/1977;M;25001-50000;M;NO;0;0;Partial High School;Clerical;0;2
12030;5970.23;5/9/2002 12:00:00 AM;2/5/1977;S;25001-50000;F;NO;0;0;High School;Skilled Manual;1;2
12031;769.49;5/9/2004 12:00:00 AM;10/19/1979;S;25001-50000;M;NO;0;0;Partial High School;Clerical;0;2
12032;614.96;8/24/2003 12:00:00 AM;5/26/1979;S;25001-50000;M;NO;0;0;Partial High School;Clerical;0;2
12033;5949.23;5/26/2002 12:00:00 AM;5/2/1979;S;25001-50000;F;NO;0;0;High School;Skilled Manual;0;2
12034;74.54;3/26/2004 12:00:00 AM;3/14/1941;M;25001-50000;M;YES;2;0;Bachelors;Management;1;2
12035;81.24;8/11/2003 12:00:00 AM;6/22/1941;M;25001-50000;M;YES;2;0;Bachelors;Management;0;2
12036;69.55;9/19/2003 12:00:00 AM;2/6/1941;M;25001-50000;F;YES;2;0;Bachelors;Management;1;2
12037;7107.1;6/29/2002 12:00:00 AM;9/14/1943;S;25001-50000;F;YES;2;0;Bachelors;Management;1;2
12038;91.75;11/5/2003 12:00:00 AM;8/10/1943;S;25001-50000;M;YES;2;0;Bachelors;Management;1;2
12039;8213;6/29/2002 12:00:00 AM;2/13/1943;M;50001-75000;M;YES;2;0;Graduate Degree;Management;1;1
12040;51.27;8/17/2003 12:00:00 AM;8/18/1976;M;25001-50000;M;NO;0;0;Partial College;Skilled Manual;1;1
12041;5998.23;5/12/2002 12:00:00 AM;6/7/1975;M;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12042;5975.23;5/8/2002 12:00:00 AM;9/27/1975;M;25001-50000;M;NO;0;0;High School;Skilled Manual;1;2
12043;103.97;3/24/2004 12:00:00 AM;9/21/1974;M;25001-50000;M;NO;0;0;Partial College;Skilled Manual;1;1
12044;105.95;5/21/2004 12:00:00 AM;5/27/1974;S;25001-50000;F;NO;0;0;Partial College;Skilled Manual;1;1
12045;65.97;11/21/2003 12:00:00 AM;6/25/1974;S;25001-50000;M;NO;0;0;Partial College;Skilled Manual;0;1
12046;43.99;8/21/2003 12:00:00 AM;7/18/1974;S;25001-50000;F;NO;0;0;Partial College;Skilled Manual;0;1
12047;43.99;11/3/2003 12:00:00 AM;3/25/1974;S;25001-50000;F;NO;0;0;Partial College;Skilled Manual;0;1
12048;133.96;3/14/2004 12:00:00 AM;5/19/1972;S;50001-75000;F;NO;0;0;Partial College;Skilled Manual;1;2
12049;171.44;2/20/2004 12:00:00 AM;4/11/1968;S;75001-100000;F;NO;0;0;Bachelors;Management;1;1
12050;6023.73;5/15/2002 12:00:00 AM;9/14/1967;S;greater than 100000;M;NO;0;1;Graduate Degree;Management;0;1
12051;89.98;8/27/2003 12:00:00 AM;9/24/1967;S;greater than 100000;M;NO;0;0;Bachelors;Management;0;3
12052;5935.55;5/6/2002 12:00:00 AM;5/27/1967;S;greater than 100000;F;NO;0;1;Bachelors;Management;0;2
12053;5973.24;5/1/2002 12:00:00 AM;5/15/1967;S;greater than 100000;M;NO;0;0;Graduate Degree;Management;1;2
12054;402.53;8/2/2003 12:00:00 AM;6/4/1968;M;75001-100000;M;YES;4;4;Bachelors;Management;1;1
12055;104.19;8/25/2003 12:00:00 AM;11/20/1968;M;75001-100000;F;YES;4;4;Bachelors;Management;0;1
12056;253.9;12/16/2003 12:00:00 AM;6/15/1942;M;greater than 100000;M;YES;2;4;Graduate Degree;Management;1;3
12057;87.28;8/30/2003 12:00:00 AM;3/15/1943;M;greater than 100000;F;YES;2;4;Graduate Degree;Management;1;3
12058;5936.2;5/17/2002 12:00:00 AM;7/3/1943;M;greater than 100000;F;YES;2;3;Bachelors;Management;1;4
12059;5930.23;5/25/2002 12:00:00 AM;6/2/1943;M;greater than 100000;M;YES;2;3;Bachelors;Management;1;4
12060;4811.54;8/4/2003 12:00:00 AM;4/16/1943;S;greater than 100000;M;YES;1;3;Graduate Degree;Management;0;2
12061;140.17;8/2/2003 12:00:00 AM;5/9/1943;M;greater than 100000;M;YES;1;3;Bachelors;Management;1;4
12062;87.28;8/28/2003 12:00:00 AM;6/4/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12063;84.99;3/13/2004 12:00:00 AM;9/8/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12064;122.42;9/19/2003 12:00:00 AM;10/9/1944;S;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12065;92.27;9/7/2003 12:00:00 AM;7/3/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12066;84.99;9/2/2003 12:00:00 AM;8/12/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12067;133.96;10/26/2003 12:00:00 AM;11/14/1944;S;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12068;93.98;1/6/2004 12:00:00 AM;5/22/1944;S;50001-75000;F;YES;4;0;Bachelors;Management;1;2
12069;5897.53;5/2/2002 12:00:00 AM;11/1/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;0;2
12070;84.99;5/30/2004 12:00:00 AM;9/3/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12071;5973.24;5/26/2002 12:00:00 AM;4/2/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12072;5951.18;5/15/2002 12:00:00 AM;8/24/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12073;133.96;9/7/2003 12:00:00 AM;8/23/1944;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12074;261.38;2/12/2004 12:00:00 AM;10/27/1944;S;50001-75000;F;YES;4;0;Bachelors;Management;1;2
12075;5933.26;5/25/2002 12:00:00 AM;6/26/1944;S;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12076;5873.26;5/7/2002 12:00:00 AM;2/26/1944;M;50001-75000;F;YES;5;0;Bachelors;Management;1;2
12077;174.68;8/2/2003 12:00:00 AM;3/21/1945;S;50001-75000;F;YES;5;0;Bachelors;Management;1;2
12078;5975.23;5/30/2002 12:00:00 AM;2/18/1945;M;50001-75000;M;YES;4;0;Bachelors;Management;1;2
12079;6008.2;5/8/2002 12:00:00 AM;10/13/1945;M;50001-75000;M;YES;4;0;Bachelors;Management;0;2
12080;2354.99;10/2/2003 12:00:00 AM;6/9/1946;S;50001-75000;F;YES;4;0;Bachelors;Management;1;3
12081;2366.96;11/9/2003 12:00:00 AM;6/5/1946;S;50001-75000;F;YES;5;0;Bachelors;Management;1;3
12082;5913.24;5/20/2002 12:00:00 AM;10/12/1946;M;50001-75000;F;YES;5;0;Bachelors;Management;1;2
12083;5993.26;5/27/2002 12:00:00 AM;2/28/1946;M;50001-75000;F;YES;4;1;Bachelors;Management;1;1
12084;5985.21;5/11/2002 12:00:00 AM;8/7/1947;M;50001-75000;M;YES;5;0;Bachelors;Management;0;3
12085;108.46;12/23/2003 12:00:00 AM;12/25/1947;M;50001-75000;M;YES;2;1;Bachelors;Management;1;0
12086;2294.99;11/15/2003 12:00:00 AM;8/13/1947;S;50001-75000;F;YES;2;1;Bachelors;Management;1;0
12087;92.27;4/12/2004 12:00:00 AM;7/14/1947;S;50001-75000;M;YES;4;1;Bachelors;Management;1;1
12088;170.94;6/28/2004 12:00:00 AM;7/22/1947;S;50001-75000;F;YES;4;1;Bachelors;Management;1;1
12089;4710.03;8/6/2003 12:00:00 AM;10/24/1947;M;50001-75000;M;YES;4;1;Bachelors;Management;1;1
12090;2350.96;11/9/2003 12:00:00 AM;7/5/1948;M;25001-50000;F;YES;2;1;High School;Professional;1;2
12091;83.97;8/9/2003 12:00:00 AM;11/12/1948;M;25001-50000;M;YES;2;1;High School;Professional;1;2
12092;51.27;11/3/2003 12:00:00 AM;2/9/1948;M;25001-50000;M;YES;2;1;High School;Professional;1;2
12093;46.28;5/8/2004 12:00:00 AM;11/8/1948;M;50001-75000;M;YES;2;1;Partial College;Professional;1;2
12094;5962.52;5/8/2002 12:00:00 AM;9/19/1948;M;50001-75000;F;YES;2;1;Bachelors;Management;1;0
12095;56.93;11/3/2003 12:00:00 AM;2/25/1948;M;50001-75000;M;YES;2;1;Bachelors;Management;1;0
12096;5900.55;5/20/2002 12:00:00 AM;2/27/1948;M;50001-75000;F;YES;2;1;Bachelors;Management;0;0
12097;238.2;11/22/2003 12:00:00 AM;11/13/1949;S;50001-75000;M;YES;2;1;Partial College;Professional;1;2
12098;83.97;8/2/2003 12:00:00 AM;10/25/1949;S;50001-75000;F;YES;2;1;Partial College;Professional;1;2
12099;43.99;10/13/2003 12:00:00 AM;11/18/1949;S;50001-75000;F;YES;2;1;Partial College;Professional;0;2
12100;129.47;2/14/2004 12:00:00 AM;4/24/1949;S;50001-75000;M;YES;2;1;Bachelors;Management;1;0
12101;92.27;9/15/2003 12:00:00 AM;4/24/1949;S;50001-75000;M;YES;4;1;Partial College;Professional;1;2
12102;5903.19;5/10/2002 12:00:00 AM;6/4/1949;M;50001-75000;M;YES;4;1;Partial College;Professional;1;2
12103;5997.73;5/31/2002 12:00:00 AM;10/12/1949;M;50001-75000;F;YES;4;1;Partial College;Professional;1;2
12104;5908.25;5/1/2002 12:00:00 AM;1/11/1949;M;50001-75000;F;YES;4;1;Partial College;Professional;1;2
12105;5993.26;5/4/2002 12:00:00 AM;5/16/1949;S;50001-75000;F;YES;5;1;Partial College;Professional;1;2
12106;169.54;12/15/2003 12:00:00 AM;6/8/1950;M;25001-50000;M;YES;2;1;Partial High School;Skilled Manual;1;2
12107;222.23;9/1/2003 12:00:00 AM;8/15/1950;M;25001-50000;M;YES;2;1;Partial High School;Skilled Manual;1;2
12108;5946.2;5/21/2002 12:00:00 AM;2/23/1950;M;50001-75000;M;YES;2;1;Partial College;Professional;1;2
12109;5930.23;5/13/2002 12:00:00 AM;3/20/1950;S;50001-75000;F;YES;2;1;Partial College;Professional;1;2
12110;5888.24;5/17/2002 12:00:00 AM;2/3/1950;M;50001-75000;F;YES;2;1;Partial College;Professional;1;1
12111;194.98;1/11/2004 12:00:00 AM;8/4/1950;M;50001-75000;F;YES;2;1;Partial College;Professional;1;1
12112;5930.23;5/30/2002 12:00:00 AM;6/9/1950;M;50001-75000;F;YES;4;2;Partial College;Professional;1;1
12113;4737.53;8/23/2003 12:00:00 AM;8/23/1951;M;50001-75000;M;YES;2;1;High School;Professional;1;2
12114;4719.02;9/3/2003 12:00:00 AM;11/7/1951;M;50001-75000;M;YES;2;1;High School;Professional;1;2
12115;89.98;12/7/2003 12:00:00 AM;2/8/1951;S;50001-75000;F;YES;2;1;High School;Professional;1;2
12116;5933.25;5/23/2002 12:00:00 AM;2/22/1951;S;50001-75000;F;YES;2;1;High School;Professional;1;2
12117;159.99;2/4/2004 12:00:00 AM;8/3/1951;M;50001-75000;M;YES;2;1;Partial College;Professional;1;1
12118;6004.2;5/7/2002 12:00:00 AM;1/27/1951;M;50001-75000;F;YES;2;1;Partial College;Professional;1;1
12119;162.28;11/6/2003 12:00:00 AM;6/1/1951;M;50001-75000;M;YES;2;1;Partial College;Professional;0;1
12120;5908.26;5/6/2002 12:00:00 AM;7/11/1952;M;50001-75000;M;YES;3;1;High School;Professional;1;2
12121;5946.2;5/24/2002 12:00:00 AM;9/25/1952;S;50001-75000;M;YES;3;1;High School;Professional;1;2
12122;4814.04;9/6/2003 12:00:00 AM;12/18/1952;M;50001-75000;F;YES;4;2;Partial College;Professional;1;2
12123;5837.84;8/13/2002 12:00:00 AM;6/14/1958;M;greater than 100000;M;YES;2;3;Bachelors;Management;1;2
12124;13195.64;8/1/2001 12:00:00 AM;2/8/1957;S;greater than 100000;F;YES;2;4;Partial College;Professional;1;3
12125;8595.41;11/16/2002 12:00:00 AM;1/12/1957;M;greater than 100000;F;YES;2;4;Partial College;Professional;1;2
12126;81.76;10/10/2003 12:00:00 AM;11/18/1957;M;greater than 100000;F;YES;2;4;High School;Professional;1;1
12127;34.99;5/13/2004 12:00:00 AM;12/14/1956;M;75001-100000;F;YES;2;3;Partial College;Professional;1;4
12128;8681.11;11/2/2002 12:00:00 AM;12/16/1956;M;greater than 100000;F;YES;3;4;High School;Professional;1;4
12129;8557.41;11/26/2002 12:00:00 AM;9/21/1956;M;greater than 100000;F;YES;3;4;High School;Professional;1;4
12130;7987.91;11/9/2002 12:00:00 AM;8/12/1956;S;greater than 100000;F;YES;3;4;High School;Professional;1;4
12131;13265.99;8/24/2001 12:00:00 AM;10/17/1955;M;75001-100000;M;YES;2;1;High School;Professional;0;2
12132;13294.27;8/2/2001 12:00:00 AM;11/19/1955;M;greater than 100000;F;YES;3;4;Partial College;Professional;1;4
12133;5830.68;8/14/2002 12:00:00 AM;12/26/1955;M;greater than 100000;F;YES;3;4;Partial College;Professional;1;3
12134;97.45;1/6/2004 12:00:00 AM;9/23/1955;M;greater than 100000;M;YES;3;3;High School;Professional;1;4
12135;84.99;11/10/2003 12:00:00 AM;4/11/1957;M;75001-100000;M;YES;2;1;Partial College;Professional;1;0
12136;181.71;10/26/2003 12:00:00 AM;11/8/1932;M;25001-50000;M;YES;4;0;High School;Professional;0;2
12137;92.27;9/20/2003 12:00:00 AM;11/4/1932;M;75001-100000;M;YES;3;0;Graduate Degree;Management;1;1
12138;119.91;2/29/2004 12:00:00 AM;11/26/1933;M;50001-75000;M;YES;3;0;Graduate Degree;Management;1;2
12139;102.93;1/3/2004 12:00:00 AM;3/15/1933;M;50001-75000;M;YES;4;0;Graduate Degree;Management;1;2
12140;118.17;12/4/2003 12:00:00 AM;3/11/1965;S;75001-100000;M;YES;4;4;Partial College;Professional;0;3
12141;5979.22;5/8/2002 12:00:00 AM;9/20/1965;S;75001-100000;F;YES;4;4;Partial College;Professional;1;3
12142;5945.21;5/30/2002 12:00:00 AM;1/6/1965;S;75001-100000;F;YES;4;1;Bachelors;Management;1;4
12143;5993.26;5/19/2002 12:00:00 AM;11/13/1965;M;75001-100000;M;YES;4;1;Bachelors;Management;1;4
12144;50.23;9/23/2003 12:00:00 AM;11/10/1965;M;75001-100000;F;YES;4;1;Partial College;Professional;1;4
12145;132.92;5/31/2004 12:00:00 AM;10/4/1965;M;75001-100000;M;YES;4;1;Partial College;Professional;1;4
12146;227.42;12/31/2003 12:00:00 AM;7/14/1965;S;greater than 100000;M;YES;3;2;Bachelors;Management;0;4
12147;271.45;12/25/2003 12:00:00 AM;12/28/1964;M;75001-100000;F;YES;4;3;Bachelors;Management;1;0
12148;82.93;5/26/2004 12:00:00 AM;12/6/1964;S;75001-100000;F;YES;5;2;Partial College;Professional;1;0
12149;82.93;11/2/2003 12:00:00 AM;6/24/1964;M;75001-100000;F;YES;5;2;Partial College;Professional;1;1
12150;42.95;2/15/2004 12:00:00 AM;8/12/1964;M;greater than 100000;M;YES;2;2;Graduate Degree;Management;1;2
12151;5895.24;5/17/2002 12:00:00 AM;5/12/1964;M;greater than 100000;M;YES;2;2;Bachelors;Management;1;3
12152;5937.73;5/2/2002 12:00:00 AM;3/26/1964;M;greater than 100000;M;YES;2;2;Bachelors;Management;1;3
12153;5938.23;5/30/2002 12:00:00 AM;9/15/1956;S;50001-75000;F;YES;3;2;Partial College;Professional;1;1
12154;4798.53;9/15/2003 12:00:00 AM;7/24/1956;S;75001-100000;F;YES;3;2;Partial College;Professional;1;0
12155;5930.23;5/24/2002 12:00:00 AM;10/15/1956;S;75001-100000;F;YES;3;2;Partial College;Professional;1;0
12156;5920.24;5/9/2002 12:00:00 AM;1/12/1934;M;50001-75000;F;YES;4;0;Graduate Degree;Management;1;2
12157;42.95;11/11/2003 12:00:00 AM;9/22/1934;M;greater than 100000;M;YES;1;3;Graduate Degree;Management;1;1
12158;202.2;3/4/2004 12:00:00 AM;4/24/1963;M;75001-100000;M;YES;4;3;Partial College;Professional;1;2
12159;258.89;8/28/2003 12:00:00 AM;11/14/1963;M;75001-100000;F;YES;4;3;Partial College;Professional;1;2
12160;5945.23;5/21/2002 12:00:00 AM;11/24/1963;S;75001-100000;F;NO;0;0;Partial College;Professional;1;1
12161;206.94;9/10/2003 12:00:00 AM;3/8/1963;M;75001-100000;F;YES;5;2;Partial College;Professional;1;1
12162;5913.24;5/14/2002 12:00:00 AM;12/20/1963;S;greater than 100000;M;YES;4;3;Partial College;Professional;1;3
12163;5944.73;5/8/2002 12:00:00 AM;9/5/1963;S;greater than 100000;M;YES;2;1;Bachelors;Management;0;2
12164;5908.26;5/28/2002 12:00:00 AM;4/13/1963;M;greater than 100000;M;YES;3;1;Bachelors;Management;1;3
12165;280.64;8/3/2003 12:00:00 AM;6/12/1962;M;75001-100000;M;YES;5;4;Partial College;Professional;1;2
12166;162.22;1/12/2004 12:00:00 AM;3/14/1962;M;75001-100000;M;YES;5;4;Partial College;Professional;1;2
12167;5975.23;5/1/2002 12:00:00 AM;9/21/1962;S;75001-100000;M;YES;1;2;Partial College;Professional;1;3
12168;72.88;8/30/2003 12:00:00 AM;2/9/1961;M;75001-100000;M;YES;5;4;Partial College;Professional;1;3
12169;5948.24;5/1/2002 12:00:00 AM;11/16/1961;S;greater than 100000;F;YES;1;3;High School;Professional;1;4
12170;5908.26;5/26/2002 12:00:00 AM;1/7/1961;M;greater than 100000;F;YES;1;3;Bachelors;Management;0;2
12171;5983.74;5/4/2002 12:00:00 AM;2/3/1961;S;greater than 100000;F;YES;1;3;Bachelors;Management;0;3
12172;5930.23;5/23/2002 12:00:00 AM;3/5/1961;S;greater than 100000;M;YES;1;3;Bachelors;Management;0;3
12173;5929.23;5/15/2002 12:00:00 AM;9/12/1961;M;greater than 100000;M;YES;1;3;Bachelors;Management;1;3
12174;5873.26;6/8/2002 12:00:00 AM;5/7/1961;M;greater than 100000;M;YES;1;0;Graduate Degree;Management;0;4
12175;155;5/20/2004 12:00:00 AM;9/13/1955;S;50001-75000;M;YES;2;0;High School;Professional;0;2
12176;162.28;8/6/2003 12:00:00 AM;11/16/1955;S;50001-75000;M;YES;2;0;High School;Professional;0;2
12177;4811.5;9/8/2003 12:00:00 AM;3/27/1955;S;50001-75000;M;YES;4;3;High School;Professional;1;0
12178;5933.25;6/27/2002 12:00:00 AM;5/11/1954;M;75001-100000;M;YES;2;0;Partial High School;Skilled Manual;1;2
12179;5913.24;6/18/2002 12:00:00 AM;10/10/1935;S;25001-50000;F;YES;2;0;Graduate Degree;Management;1;2
12180;5930.23;6/12/2002 12:00:00 AM;9/17/1936;S;25001-50000;F;YES;2;0;Graduate Degree;Management;1;2
12181;5958.74;6/5/2002 12:00:00 AM;8/21/1936;M;greater than 100000;F;YES;2;3;Graduate Degree;Management;1;3
12182;87.25;9/15/2003 12:00:00 AM;12/7/1960;M;50001-75000;F;YES;5;4;High School;Professional;1;4
12183;228.42;8/23/2003 12:00:00 AM;10/26/1960;M;75001-100000;F;YES;5;4;Partial College;Professional;1;3
12184;5875.55;6/24/2002 12:00:00 AM;12/8/1960;M;75001-100000;M;YES;3;2;Partial College;Professional;1;4
12185;50.23;9/30/2003 12:00:00 AM;7/27/1960;S;75001-100000;F;NO;0;3;Partial College;Professional;1;2
12186;5913.24;6/27/2002 12:00:00 AM;5/12/1960;S;75001-100000;M;NO;0;3;Partial College;Professional;0;3
12187;5908.25;6/27/2002 12:00:00 AM;7/22/1960;M;75001-100000;M;NO;0;3;Partial College;Professional;1;3
12188;5933.25;6/27/2002 12:00:00 AM;5/23/1960;S;greater than 100000;F;YES;3;3;Partial College;Professional;1;4
12189;5950.23;6/16/2002 12:00:00 AM;2/19/1960;M;greater than 100000;F;YES;4;3;Bachelors;Management;1;3
12190;5890.53;6/11/2002 12:00:00 AM;12/17/1960;S;greater than 100000;M;YES;1;1;Graduate Degree;Management;0;2
12191;245.47;10/18/2003 12:00:00 AM;4/10/1954;M;50001-75000;F;YES;2;0;Partial High School;Skilled Manual;1;2
12192;159.99;10/14/2003 12:00:00 AM;11/26/1954;S;50001-75000;F;YES;2;0;Partial High School;Skilled Manual;0;2
12193;4833.03;9/30/2003 12:00:00 AM;2/4/1954;S;50001-75000;M;YES;3;1;High School;Professional;1;0
12194;82.93;10/20/2003 12:00:00 AM;7/17/1953;S;50001-75000;F;YES;3;0;Graduate Degree;Management;1;2
12195;124.41;11/24/2003 12:00:00 AM;11/24/1953;S;50001-75000;F;YES;3;0;Graduate Degree;Management;1;2
12196;159.93;10/12/2003 12:00:00 AM;9/7/1953;S;50001-75000;F;YES;3;0;Graduate Degree;Management;1;2
12197;47.94;8/5/2003 12:00:00 AM;1/15/1953;M;50001-75000;M;YES;3;0;Graduate Degree;Management;0;2
12198;5969.7;6/17/2002 12:00:00 AM;2/14/1953;M;50001-75000;M;YES;3;0;Graduate Degree;Management;1;2
12199;194.98;12/18/2003 12:00:00 AM;5/8/1952;S;25001-50000;F;YES;3;0;Partial College;Professional;0;2
12200;5935.55;6/22/2002 12:00:00 AM;7/23/1937;M;50001-75000;M;YES;4;0;Graduate Degree;Management;1;2
12201;58.18;12/13/2003 12:00:00 AM;8/6/1938;M;75001-100000;F;YES;2;3;Graduate Degree;Management;1;3
12202;171.47;8/9/2003 12:00:00 AM;5/25/1938;M;75001-100000;M;YES;2;3;Graduate Degree;Management;1;3
12203;200.19;1/4/2004 12:00:00 AM;3/6/1938;M;greater than 100000;M;YES;2;4;Graduate Degree;Management;1;3
12204;119.93;8/1/2003 12:00:00 AM;2/2/1938;M;greater than 100000;M;YES;2;4;Graduate Degree;Management;1;3
12205;51.27;4/28/2004 12:00:00 AM;10/2/1938;S;greater than 100000;F;YES;2;3;Bachelors;Management;0;4
12206;5908.25;6/30/2002 12:00:00 AM;4/12/1939;M;75001-100000;F;YES;5;0;Bachelors;Management;1;2
12207;5875.55;6/27/2002 12:00:00 AM;6/20/1940;S;75001-100000;M;YES;4;0;Bachelors;Management;1;2
12208;5954.22;6/18/2002 12:00:00 AM;2/19/1940;M;greater than 100000;F;YES;2;3;Bachelors;Management;1;4
12209;5908.25;6/19/2002 12:00:00 AM;6/26/1940;M;greater than 100000;F;YES;2;3;Bachelors;Management;1;4
12210;6825.45;9/16/2002 12:00:00 AM;9/25/1978;M;0-25000;M;NO;0;0;Graduate Degree;Manual;0;0
12211;5908.25;9/7/2001 12:00:00 AM;2/27/1974;M;0-25000;M;NO;0;0;Graduate Degree;Manual;1;0
12212;5898.26;9/27/2001 12:00:00 AM;5/19/1969;M;0-25000;F;NO;0;0;Graduate Degree;Manual;1;0
12213;4419.06;11/10/2002 12:00:00 AM;2/2/1963;M;0-25000;M;YES;1;0;Graduate Degree;Manual;1;0
12214;6803.92;9/8/2002 12:00:00 AM;9/20/1962;M;0-25000;F;YES;1;0;Graduate Degree;Manual;1;0
12215;6890.73;9/11/2002 12:00:00 AM;12/14/1962;M;0-25000;F;YES;1;0;Graduate Degree;Clerical;1;0
12216;6955.41;9/26/2002 12:00:00 AM;4/2/1962;M;0-25000;M;YES;1;0;Graduate Degree;Clerical;1;0
12217;5873.26;9/23/2001 12:00:00 AM;7/3/1961;M;0-25000;M;YES;1;0;Bachelors;Manual;1;0
12218;4472.37;11/26/2002 12:00:00 AM;11/26/1961;M;0-25000;M;YES;1;0;Bachelors;Manual;1;0
12219;5967.23;9/24/2001 12:00:00 AM;4/14/1961;M;0-25000;M;YES;1;0;Bachelors;Manual;1;0
12220;5950.23;9/9/2001 12:00:00 AM;1/16/1961;M;0-25000;F;YES;1;0;Bachelors;Manual;1;0
12221;5968.25;9/2/2001 12:00:00 AM;1/9/1961;M;0-25000;F;YES;1;0;Graduate Degree;Clerical;1;0
12222;6909.1;9/14/2002 12:00:00 AM;3/20/1961;M;0-25000;F;YES;1;0;Graduate Degree;Clerical;1;0
12223;34.99;2/9/2004 12:00:00 AM;2/19/1961;M;0-25000;F;YES;1;0;Graduate Degree;Clerical;1;0
12224;84.98;5/18/2004 12:00:00 AM;9/18/1935;M;0-25000;M;YES;1;0;Graduate Degree;Clerical;1;0
12225;4381.39;11/20/2002 12:00:00 AM;11/2/1958;M;0-25000;F;YES;1;0;Graduate Degree;Clerical;1;0
12226;4368.06;11/20/2002 12:00:00 AM;4/10/1957;M;0-25000;F;YES;1;0;Bachelors;Clerical;1;0
12227;43.98;10/31/2003 12:00:00 AM;8/11/1957;M;0-25000;F;YES;1;0;Partial College;Manual;1;0
12228;4401.4;12/24/2002 12:00:00 AM;8/26/1957;M;0-25000;F;YES;1;0;Bachelors;Clerical;1;0
12229;4415.68;12/9/2002 12:00:00 AM;11/17/1956;M;0-25000;F;YES;2;0;Partial College;Manual;1;0
12230;4401.06;12/22/2002 12:00:00 AM;2/12/1956;M;0-25000;M;YES;2;0;Partial College;Manual;1;0
12231;4354.08;12/17/2002 12:00:00 AM;3/19/1955;S;0-25000;F;YES;2;0;Partial College;Manual;1;0
12232;4376.4;12/5/2002 12:00:00 AM;4/14/1955;S;0-25000;M;YES;2;0;Partial College;Manual;1;0
12234;34.99;10/28/2003 12:00:00 AM;2/25/1954;M;0-25000;M;YES;2;0;Partial College;Manual;1;1
12235;62.76;9/24/2003 12:00:00 AM;5/26/1938;M;25001-50000;F;YES;1;0;Graduate Degree;Clerical;1;0
12236;34.99;1/14/2004 12:00:00 AM;6/6/1941;M;0-25000;F;YES;1;0;Partial College;Manual;1;0
12237;4470.39;12/19/2002 12:00:00 AM;5/11/1941;M;0-25000;F;YES;1;0;Partial College;Manual;1;0
12238;34.99;1/10/2004 12:00:00 AM;7/28/1941;M;25001-50000;F;YES;1;0;Bachelors;Clerical;1;0
12239;6901.42;9/24/2002 12:00:00 AM;6/1/1942;M;25001-50000;M;YES;1;0;Bachelors;Clerical;1;0
12240;3964.98;6/30/2002 12:00:00 AM;12/4/1980;S;0-25000;M;NO;0;0;Partial College;Manual;0;1
12241;3989.46;6/18/2002 12:00:00 AM;11/6/1979;S;0-25000;F;NO;0;0;Partial College;Manual;0;1
12242;3948.97;6/18/2002 12:00:00 AM;2/4/1979;S;0-25000;M;NO;0;0;Partial College;Manual;0;1
12243;3914.98;6/26/2002 12:00:00 AM;5/18/1980;S;0-25000;F;NO;0;0;Partial College;Manual;0;1
